date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:25:56	119246/119246	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/css/spacing.css	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/css/spacing.css	(from https://html.themefax.com/edufax/index.html)
05:25:56	117425/117425	---M-Z	200	added ('OK')	text/css	date:Thu,%2013%20Jul%202023%2019:08:24%20GMT	https://html.themefax.com/edufax/css/style.css	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/css/style.css	(from https://html.themefax.com/edufax/index.html)
05:25:56	46784/46784	---M-Z	200	added ('OK')	text/css	date:Wed,%2019%20Jul%202023%2013:39:11%20GMT	https://html.themefax.com/edufax/css/responsive.css	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/css/responsive.css	(from https://html.themefax.com/edufax/index.html)
05:25:56	5366/5366	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2019:01:50%20GMT	https://html.themefax.com/edufax/images/logo.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/logo.png	(from https://html.themefax.com/edufax/index.html)
05:25:57	34101/34101	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/about.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/about.html	(from https://html.themefax.com/edufax/index.html)
05:25:57	35167/35167	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/courses.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/courses.html	(from https://html.themefax.com/edufax/index.html)
05:25:57	22849/22849	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/event.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/event.html	(from https://html.themefax.com/edufax/index.html)
05:25:58	27397/27397	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/blog.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/blog.html	(from https://html.themefax.com/edufax/index.html)
05:25:58	17779/17779	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/become_an_instructor.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/become_an_instructor.html	(from https://html.themefax.com/edufax/index.html)
05:25:58	35829/35829	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/blog_details.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/blog_details.html	(from https://html.themefax.com/edufax/index.html)
05:25:58	55510/55510	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/courses_details.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/courses_details.html	(from https://html.themefax.com/edufax/index.html)
05:25:59	20682/20682	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/event_details.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/event_details.html	(from https://html.themefax.com/edufax/index.html)
05:25:59	21707/21707	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/instructor.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/instructor.html	(from https://html.themefax.com/edufax/index.html)
05:25:59	34835/34835	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/instructor_details.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/instructor_details.html	(from https://html.themefax.com/edufax/index.html)
05:26:00	19190/19190	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/dashboard.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/dashboard.html	(from https://html.themefax.com/edufax/index.html)
05:26:00	23873/23873	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/faq.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/faq.html	(from https://html.themefax.com/edufax/index.html)
05:26:00	13467/13467	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/forgot_password.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/forgot_password.html	(from https://html.themefax.com/edufax/index.html)
05:26:00	22982/22982	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/payment.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/payment.html	(from https://html.themefax.com/edufax/index.html)
05:26:01	18083/18083	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/terms_condition.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/terms_condition.html	(from https://html.themefax.com/edufax/index.html)
05:26:01	18587/18587	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/privacy_policy.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/privacy_policy.html	(from https://html.themefax.com/edufax/index.html)
05:26:01	12078/12078	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/404.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/404.html	(from https://html.themefax.com/edufax/index.html)
05:26:02	24547/24547	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/courses_video.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/courses_video.html	(from https://html.themefax.com/edufax/index.html)
05:26:05	16726/16726	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/contact.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/contact.html	(from https://html.themefax.com/edufax/index.html)
05:26:06	14903/14903	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Jul%202023%2019:07:14%20GMT	https://html.themefax.com/edufax/sign_up.html	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/sign_up.html	(from https://html.themefax.com/edufax/index.html)
05:26:08	538084/538084	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/banner_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/banner_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:08	579553/579553	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/banner_img.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/banner_img.png	(from https://html.themefax.com/edufax/index.html)
05:26:08	67182/67182	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/category_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:08	2869/2869	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_1.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/category_icon_1.png	(from https://html.themefax.com/edufax/index.html)
05:26:08	2286/2286	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_2.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/category_icon_2.png	(from https://html.themefax.com/edufax/index.html)
05:26:09	2176/2176	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_3.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/category_icon_3.png	(from https://html.themefax.com/edufax/index.html)
05:26:09	2196/2196	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_4.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/category_icon_4.png	(from https://html.themefax.com/edufax/index.html)
05:26:09	2615/2615	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_5.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/category_icon_5.png	(from https://html.themefax.com/edufax/index.html)
05:26:10	1971/1971	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_6.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/category_icon_6.png	(from https://html.themefax.com/edufax/index.html)
05:26:10	2087/2087	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_7.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/category_icon_7.png	(from https://html.themefax.com/edufax/index.html)
05:26:10	1725/1725	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/category_icon_8.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/category_icon_8.png	(from https://html.themefax.com/edufax/index.html)
05:26:10	96836/96836	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/about_section_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/about_section_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:11	126002/126002	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/about-_img_1.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/about-_img_1.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:11	116399/116399	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/about-_img_2.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/about-_img_2.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:11	46687/46687	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_1.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/courses_img_1.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:12	1033/1033	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/book_icon.svg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/book_icon.svg	(from https://html.themefax.com/edufax/index.html)
05:26:12	772/772	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/star_icon.svg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/star_icon.svg	(from https://html.themefax.com/edufax/index.html)
05:26:12	648208/648208	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/courses_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:12	1254/1254	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/user_icon.svg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/user_icon.svg	(from https://html.themefax.com/edufax/index.html)
05:26:13	1648/1648	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/doller_icon.svg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/doller_icon.svg	(from https://html.themefax.com/edufax/index.html)
05:26:13	68859/68859	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_2.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/courses_img_2.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:13	56917/56917	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_4.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/courses_img_4.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:13	89378/89378	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_3.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/courses_img_3.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:13	47018/47018	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/courses_img_6.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/courses_img_6.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:14	101397/101397	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/student_choose_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/student_choose_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:14	65090/65090	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/student_choose_img_1.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/student_choose_img_1.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:14	17200/17200	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/student_choose_img_2.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/student_choose_img_2.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:14	118399/118399	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/event_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/event_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:15	105571/105571	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/testimonial_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/testimonial_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:15	5978/5978	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/testimonial_img_3.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/testimonial_img_3.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:15	5669/5669	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/testimonial_img_2.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/testimonial_img_2.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:15	6175/6175	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/testimonial_img_1.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/testimonial_img_1.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:16	3802/3802	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_icon_1.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/certificate_icon_1.png	(from https://html.themefax.com/edufax/index.html)
05:26:16	602178/602178	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/certificate_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:16	2952/2952	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_icon_2.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/certificate_icon_2.png	(from https://html.themefax.com/edufax/index.html)
05:26:16	3642/3642	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_icon_3.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/certificate_icon_3.png	(from https://html.themefax.com/edufax/index.html)
05:26:16	3538/3538	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/certificate_icon_4.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/certificate_icon_4.png	(from https://html.themefax.com/edufax/index.html)
05:26:17	111974/111974	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_1.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/instructor_img_1.png	(from https://html.themefax.com/edufax/index.html)
05:26:18	97189/97189	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_2.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/instructor_img_2.png	(from https://html.themefax.com/edufax/index.html)
05:26:18	435283/435283	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/instructor_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:18	106497/106497	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_3.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/instructor_img_3.png	(from https://html.themefax.com/edufax/index.html)
05:26:18	100059/100059	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_5.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/instructor_img_5.png	(from https://html.themefax.com/edufax/index.html)
05:26:19	91703/91703	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/instructor_img_4.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/instructor_img_4.png	(from https://html.themefax.com/edufax/index.html)
05:26:19	125393/125393	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_bg.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/blog_bg.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:19	96594/96594	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_img_5.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/blog_img_5.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:19	7441/7441	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/bloger_1.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/bloger_1.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:20	134483/134483	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_img_6.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/blog_img_6.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:20	6303/6303	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/bloger_2.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/bloger_2.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:20	81869/81869	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_img_3.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/blog_img_3.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:20	5780/5780	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/bloger_3.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/bloger_3.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:21	97643/97643	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/blog_img_7.jpg	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/blog_img_7.jpg	(from https://html.themefax.com/edufax/index.html)
05:26:21	6188/6188	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2019:03:52%20GMT	https://html.themefax.com/edufax/images/footer_logo.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/footer_logo.png	(from https://html.themefax.com/edufax/index.html)
05:26:21	87464/87464	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/js/jquery-3.7.0.min.js	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/js/jquery-3.7.0.min.js	(from https://html.themefax.com/edufax/index.html)
05:26:22	80605/80605	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/js/bootstrap.bundle.min.js	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/js/bootstrap.bundle.min.js	(from https://html.themefax.com/edufax/index.html)
05:26:22	383080/383080	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jul%202023%2018:01:44%20GMT	https://html.themefax.com/edufax/images/footer_bg.png	C:/Users/Mega%20Computers/Desktop/samad%20web/html.themefax.com/edufax/images/footer_bg.png	(from https://html.themefax.com/edufax/index.html)
